statement,truth_value,category,source
119 × 87 = 10353,verdadero,matematicas,variaciones_matematicas
114 ÷ 18 = 24,falso,matematicas,variaciones_matematicas
√4225 = 72,falso,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
23 ÷ 13 = 1,verdadero,matematicas,generador_masivo
75 - 9 = 66,verdadero,matematicas,generador_masivo
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
11 ÷ 70 = 1,falso,matematicas,variaciones_matematicas
46 + 7 = 53,verdadero,matematicas,generador_masivo
Angular es un framework de Google,verdadero,tecnologia,variaciones_tecnologicas
Brasil está en América del Sur,verdadero,geografia,generador_masivo
51 - 40 = 11,verdadero,matematicas,generador_masivo
Un hexágono no tiene 6 lados,falso,matematicas,matematicas_adicional
22 ÷ 21 = 1,verdadero,matematicas,generador_masivo
9² = 81,verdadero,matematicas,variaciones_matematicas
41 ÷ 4 = 10,verdadero,matematicas,generador_masivo
El asteroide (2023 YY1) tiene un diámetro aproximado de 0.04 km,verdadero,astronomia,nasa
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
167 + 74 = 256,falso,matematicas,variaciones_matematicas
191 + 28 + 22 = 261,falso,matematicas,variaciones_matematicas
36 × 62 = 2251,falso,matematicas,variaciones_matematicas
10 × 8 = 80,verdadero,matematicas,generador_masivo
Un círculo tiene 360 grados,verdadero,matematicas,matematicas_adicional
132 ÷ 69 = 1,verdadero,matematicas,variaciones_matematicas
40 - 3 = 37,verdadero,matematicas,generador_masivo
√10816 = 104,verdadero,matematicas,variaciones_matematicas
51² = 2608,falso,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
"España tiene una población de 54,974,514 habitantes",falso,geografia,generador_masivo
Tokio no es la capital de Japón,falso,geografia,basico
6 ÷ 7 = 0,verdadero,matematicas,variaciones_matematicas
El asteroide (2024 AV2) tiene un diámetro aproximado de 0.03 km,verdadero,astronomia,nasa
5 ÷ 81 = 3,falso,matematicas,variaciones_matematicas
51 ÷ 33 = 1,verdadero,matematicas,generador_masivo
65 + 28 = 93,verdadero,matematicas,generador_masivo
La gravedad en la Tierra es 9.81 m/s²,verdadero,ciencia,ciencia_adicional
HTTP significa HyperText Transfer Protocol,verdadero,tecnologia,basico
53 + 58 = 119,falso,matematicas,variaciones_matematicas
El asteroide 450293 (2004 LV3) tiene un diámetro aproximado de 1.02 km,verdadero,astronomia,nasa
86 × 37 = 3186,falso,matematicas,generador_masivo
(11 + 73) × 30 = 2520,verdadero,matematicas,variaciones_matematicas
83 ÷ 32 = 3,falso,matematicas,generador_masivo
86 + 19 = 108,falso,matematicas,generador_masivo
59 ÷ 33 = 3,falso,matematicas,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
136² = 18497,falso,matematicas,variaciones_matematicas
√1936 = 59,falso,matematicas,variaciones_matematicas
106 × 41 = 4346,verdadero,matematicas,variaciones_matematicas
El punto de ebullición del naftaleno es 218°C,verdadero,ciencia,variaciones_cientificas
128 - 81 = 47,verdadero,matematicas,variaciones_matematicas
40 ÷ 18 = 8,falso,matematicas,generador_masivo
14 + 49 = 64,falso,matematicas,generador_masivo
(86 + 100) × 35 = 6510,verdadero,matematicas,variaciones_matematicas
179² = 32053,falso,matematicas,variaciones_matematicas
4 ÷ 40 = 0,verdadero,matematicas,generador_masivo
√31684 = 178,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
30 + 73 = 103,verdadero,matematicas,variaciones_matematicas
73 - 47 = 26,verdadero,matematicas,variaciones_matematicas
32 × 19 = 608,verdadero,matematicas,generador_masivo
51 + 91 + 43 = 198,falso,matematicas,variaciones_matematicas
58 - 47 = 11,verdadero,matematicas,generador_masivo
"Canadá tiene una población de 46,329,457 habitantes",falso,geografia,generador_masivo
86 - 48 = 38,verdadero,matematicas,generador_masivo
5 ÷ 81 = 0,verdadero,matematicas,variaciones_matematicas
120 ÷ 53 = 13,falso,matematicas,variaciones_matematicas
169 + 10 = 185,falso,matematicas,variaciones_matematicas
√3249 = 57,verdadero,matematicas,variaciones_matematicas
37 + 3 = 48,falso,matematicas,generador_masivo
FTP significa File Transfer Protocol,verdadero,tecnologia,generador_masivo
√31684 = 179,falso,matematicas,variaciones_matematicas
8 - 70 = -62,verdadero,matematicas,variaciones_matematicas
56 + 32 = 89,falso,matematicas,generador_masivo
56 + 62 + 8 = 126,verdadero,matematicas,variaciones_matematicas
86 - 10 = 76,verdadero,matematicas,variaciones_matematicas
10 × 36 = 365,falso,matematicas,generador_masivo
33 × 29 = 957,verdadero,matematicas,generador_masivo
81 - 20 = 68,falso,matematicas,generador_masivo
71 ÷ 39 = 17,falso,matematicas,variaciones_matematicas
Kafka es una plataforma de streaming,verdadero,tecnologia,variaciones_tecnologicas
95 - 36 = 60,falso,matematicas,generador_masivo
14 × 1 = 18,falso,matematicas,variaciones_matematicas
(36 + 15) × 9 = 478,falso,matematicas,variaciones_matematicas
Londrno es no es la capital de Reino Unido,falso,geografia,basico
170² = 28905,falso,matematicas,variaciones_matematicas
150² = 22500,verdadero,matematicas,variaciones_matematicas
55 ÷ 92 = 15,falso,matematicas,variaciones_matematicas
12² = 144,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
54 + 8 = 62,verdadero,matematicas,variaciones_matematicas
El asteroide (2020 BG1) tiene un diámetro aproximado de 0.23 km,verdadero,astronomia,nasa
190 + 90 + 43 = 323,verdadero,matematicas,variaciones_matematicas
París es la capital de Francia,verdadero,geografia,generador_masivo
√24336 = 168,falso,matematicas,variaciones_matematicas
(133 + 17) × 7 = 1050,verdadero,matematicas,variaciones_matematicas
153 - 4 = 149,verdadero,matematicas,variaciones_matematicas
32 ÷ 10 = 12,falso,matematicas,generador_masivo
7 × 37 = 259,verdadero,matematicas,generador_masivo
32 - 38 = -5,falso,matematicas,generador_masivo
47 + 34 = 88,falso,matematicas,generador_masivo
29 × 45 = 1314,falso,matematicas,generador_masivo
24 × 39 = 945,falso,matematicas,generador_masivo
130 ÷ 83 = 13,falso,matematicas,variaciones_matematicas
(180 + 33) × 44 = 9372,verdadero,matematicas,variaciones_matematicas
146 + 25 = 177,falso,matematicas,variaciones_matematicas
35 × 84 = 2947,falso,matematicas,variaciones_matematicas
(31 + 13) × 45 = 1994,falso,matematicas,variaciones_matematicas
41 - 36 = 5,verdadero,matematicas,generador_masivo
(160 + 1) × 30 = 4849,falso,matematicas,variaciones_matematicas
73² = 5331,falso,matematicas,variaciones_matematicas
√1 = 3,falso,matematicas,variaciones_matematicas
√2209 = 47,verdadero,matematicas,variaciones_matematicas
12 × 12 = 144,verdadero,matematicas,basico
42 - 18 = 24,verdadero,matematicas,generador_masivo
(67 + 84) × 26 = 3926,verdadero,matematicas,variaciones_matematicas
49 × 71 = 3489,falso,matematicas,variaciones_matematicas
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
√2116 = 46,verdadero,matematicas,variaciones_matematicas
49 - 5 = 44,verdadero,matematicas,generador_masivo
154 × 84 = 12943,falso,matematicas,variaciones_matematicas
La gravedad tierra es 9.72e+00,falso,ciencia,generador_masivo
El asteroide (2023 YX1) tiene un diámetro aproximado de 0.06 km,verdadero,astronomia,nasa
70 - 49 = 25,falso,matematicas,generador_masivo
139 + 86 + 24 = 267,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
El asteroide (2020 XA5) tiene un diámetro aproximado de 0.08 km,verdadero,astronomia,nasa
78² = 6092,falso,matematicas,variaciones_matematicas
136 + 59 + 41 = 237,falso,matematicas,variaciones_matematicas
El ADN no es la molécula de la herencia,falso,ciencia,basico
76 + 42 = 130,falso,matematicas,variaciones_matematicas
55 + 4 = 59,verdadero,matematicas,generador_masivo
El pH del agua pura es 7,verdadero,ciencia,ciencia_adicional
85 + 36 = 121,verdadero,matematicas,generador_masivo
1 - 7 = 4,falso,matematicas,generador_masivo
(133 + 12) × 39 = 5655,verdadero,matematicas,variaciones_matematicas
√2 es aproximadamente 1.41421,verdadero,matematicas,matematicas_adicional
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
(135 + 74) × 46 = 9614,verdadero,matematicas,variaciones_matematicas
El asteroide (2024 AA) tiene un diámetro aproximado de 0.02 km,verdadero,astronomia,nasa
54 + 8 = 80,falso,matematicas,variaciones_matematicas
36 + 47 = 83,verdadero,matematicas,generador_masivo
37 × 59 = 2199,falso,matematicas,variaciones_matematicas
23 + 36 = 59,verdadero,matematicas,generador_masivo
√28900 = 190,falso,matematicas,variaciones_matematicas
39 ÷ 32 = 1,verdadero,matematicas,generador_masivo
8 + 30 = 40,falso,matematicas,generador_masivo
62 × 41 = 2543,falso,matematicas,generador_masivo
39 + 25 = 64,verdadero,matematicas,generador_masivo
El asteroide (2021 MQ1) tiene un diámetro aproximado de 0.15 km,verdadero,astronomia,nasa
107 ÷ 31 = 3,verdadero,matematicas,variaciones_matematicas
(187 + 26) × 9 = 1932,falso,matematicas,variaciones_matematicas
√12321 = 115,falso,matematicas,variaciones_matematicas
El punto de ebullición del tolueno no es 110.6°C,falso,ciencia,variaciones_cientificas
97 ÷ 24 = 4,verdadero,matematicas,generador_masivo
37 ÷ 40 = 8,falso,matematicas,generador_masivo
√900 = 44,falso,matematicas,variaciones_matematicas
√19881 = 161,falso,matematicas,variaciones_matematicas
"Egipto tiene una población de 102,334,404 habitantes",verdadero,geografia,generador_masivo
88 ÷ 16 = 11,falso,matematicas,generador_masivo
40 - 46 = -3,falso,matematicas,generador_masivo
√6241 = 79,verdadero,matematicas,variaciones_matematicas
14 ÷ 42 = 7,falso,matematicas,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
26 ÷ 22 = 5,falso,matematicas,generador_masivo
76 × 11 = 844,falso,matematicas,variaciones_matematicas
167 + 25 + 34 = 233,falso,matematicas,variaciones_matematicas
1 ÷ 65 = 0,verdadero,matematicas,variaciones_matematicas
Los humanos no tienen 206 huno esos,falso,ciencia,generador_masivo
23 ÷ 23 = 11,falso,matematicas,generador_masivo
√1681 = 45,falso,matematicas,variaciones_matematicas
140 × 68 = 9540,falso,matematicas,variaciones_matematicas
12² = 144,verdadero,matematicas,variaciones_matematicas
119² = 14161,verdadero,matematicas,variaciones_matematicas
√9216 = 98,falso,matematicas,variaciones_matematicas
191 - 49 = 160,falso,matematicas,variaciones_matematicas
120 - 34 = 86,verdadero,matematicas,variaciones_matematicas
55 × 31 = 1709,falso,matematicas,variaciones_matematicas
184 + 87 = 271,verdadero,matematicas,variaciones_matematicas
11 + 30 = 49,falso,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
(3 + 34) × 23 = 860,falso,matematicas,variaciones_matematicas
9 × 22 = 203,falso,matematicas,generador_masivo
55 + 77 = 139,falso,matematicas,variaciones_matematicas
14 ÷ 42 = 0,verdadero,matematicas,generador_masivo
77² = 5947,falso,matematicas,variaciones_matematicas
93 - 9 = 90,falso,matematicas,generador_masivo
√19321 = 139,verdadero,matematicas,variaciones_matematicas
190² = 36100,verdadero,matematicas,variaciones_matematicas
17 × 25 = 427,falso,matematicas,generador_masivo
√900 = 30,verdadero,matematicas,variaciones_matematicas
(119 + 14) × 45 = 5995,falso,matematicas,variaciones_matematicas
103 - 41 = 62,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
77² = 5929,verdadero,matematicas,variaciones_matematicas
95 + 9 = 109,falso,matematicas,generador_masivo
77 + 58 = 143,falso,matematicas,variaciones_matematicas
177² = 31329,verdadero,matematicas,variaciones_matematicas
68 + 17 = 87,falso,matematicas,generador_masivo
158 ÷ 67 = 2,verdadero,matematicas,variaciones_matematicas
86 × 58 = 4988,verdadero,matematicas,variaciones_matematicas
Rusia está en Europa/Asia,verdadero,geografia,generador_masivo
REST no es un no estilo de arquitectura web,falso,tecnologia,tecnologia_adicional
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
√11664 = 124,falso,matematicas,variaciones_matematicas
40 + 26 = 66,verdadero,matematicas,generador_masivo
8 ÷ 31 = 9,falso,matematicas,variaciones_matematicas
"El Monte K2 no tiene 8,611 metros de altura",falso,geografia,variaciones_geograficas
94 + 68 = 162,verdadero,matematicas,variaciones_matematicas
89 × 47 = 4184,falso,matematicas,generador_masivo
Nueva Delhi es la capital de India,verdadero,geografia,basico
93 × 18 = 1674,verdadero,matematicas,variaciones_matematicas
El asteroide 613286 (2005 YQ96) tiene un diámetro aproximado de 0.44 km,verdadero,astronomia,nasa
√13456 = 116,verdadero,matematicas,variaciones_matematicas
163 × 66 = 10758,verdadero,matematicas,variaciones_matematicas
111² = 12321,verdadero,matematicas,variaciones_matematicas
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
(195 + 67) × 13 = 3422,falso,matematicas,variaciones_matematicas
√1296 = 37,falso,matematicas,variaciones_matematicas
El asteroide (2023 YR) tiene un diámetro aproximado de 0.06 km,verdadero,astronomia,nasa
1 - 63 = -62,verdadero,matematicas,variaciones_matematicas
66 + 44 + 35 = 151,falso,matematicas,variaciones_matematicas
176 ÷ 15 = 26,falso,matematicas,variaciones_matematicas
e (número de Euler) no es aproximadamente 2.71828,falso,matematicas,matematicas_adicional
46 + 30 + 29 = 123,falso,matematicas,variaciones_matematicas
67 - 14 = 53,verdadero,matematicas,generador_masivo
160² = 25600,verdadero,matematicas,variaciones_matematicas
86² = 7399,falso,matematicas,variaciones_matematicas
São Paulo es una ciudad de Argentina,falso,geografia,generador_masivo
188 + 65 + 8 = 265,falso,matematicas,variaciones_matematicas
163 + 18 + 9 = 196,falso,matematicas,variaciones_matematicas
71² = 5052,falso,matematicas,variaciones_matematicas
(13 + 95) × 16 = 1748,falso,matematicas,variaciones_matematicas
185 ÷ 83 = 7,falso,matematicas,variaciones_matematicas
80 ÷ 30 = 10,falso,matematicas,generador_masivo
(89 + 83) × 13 = 2236,verdadero,matematicas,variaciones_matematicas
Gandhi lideró la independencia de India en 2017,falso,historia,generador_masivo
81 ÷ 3 = 27,verdadero,matematicas,variaciones_matematicas
17 + 32 = 59,falso,matematicas,generador_masivo
116 - 32 = 84,verdadero,matematicas,variaciones_matematicas
43 + 9 = 52,verdadero,matematicas,variaciones_matematicas
Ottawa no es la capital de Canadá,falso,geografia,generador_masivo
54 × 2 = 108,verdadero,matematicas,generador_masivo
5 ÷ 30 = 3,falso,matematicas,variaciones_matematicas
28 + 46 = 74,verdadero,matematicas,generador_masivo
199 + 48 = 247,verdadero,matematicas,variaciones_matematicas
31 ÷ 45 = 9,falso,matematicas,generador_masivo
81 - 17 = 64,verdadero,matematicas,generador_masivo
83 - 96 = -13,verdadero,matematicas,variaciones_matematicas
(29 + 28) × 5 = 285,verdadero,matematicas,variaciones_matematicas
29² = 857,falso,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
160 × 7 = 1128,falso,matematicas,variaciones_matematicas
98 ÷ 96 = 3,falso,matematicas,variaciones_matematicas
46 + 5 = 60,falso,matematicas,generador_masivo
29 + 29 = 73,falso,matematicas,variaciones_matematicas
"El río Yenisei tiene 5,539 km de longitud",verdadero,geografia,variaciones_geograficas
44 + 30 = 77,falso,matematicas,generador_masivo
El asteroide (2017 PM26) tiene un diámetro aproximado de 0.33 km,verdadero,astronomia,nasa
11 - 9 = 7,falso,matematicas,generador_masivo
(51 + 74) × 4 = 500,verdadero,matematicas,variaciones_matematicas
167² = 27892,falso,matematicas,variaciones_matematicas
200 + 38 + 7 = 259,falso,matematicas,variaciones_matematicas
"Reino Unido tiene una población de 70,745,741 habitantes",falso,geografia,generador_masivo
66 × 4 = 264,verdadero,matematicas,variaciones_matematicas
80 × 26 = 2080,verdadero,matematicas,generador_masivo
11 - 9 = 2,verdadero,matematicas,generador_masivo
44 ÷ 14 = 3,verdadero,matematicas,variaciones_matematicas
190² = 36109,falso,matematicas,variaciones_matematicas
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
Un megabyte no tiene 1024 kilobytno es,falso,tecnologia,basico
66 × 35 = 2320,falso,matematicas,generador_masivo
El hierro congelacion a 1551°C,falso,ciencia,generador_masivo
36 + 39 = 80,falso,matematicas,generador_masivo
187 ÷ 48 = 3,verdadero,matematicas,variaciones_matematicas
25 × 9 = 225,verdadero,matematicas,generador_masivo
Roma es la capital de Italia,verdadero,geografia,generador_masivo
34 ÷ 39 = 0,verdadero,matematicas,generador_masivo
60 × 20 = 1200,verdadero,matematicas,generador_masivo
Un pentágono tiene 5 lados,verdadero,matematicas,matematicas_adicional
83² = 6889,verdadero,matematicas,variaciones_matematicas
√19321 = 155,falso,matematicas,variaciones_matematicas
El punto de ebullición del benceno es 80.1°C,verdadero,ciencia,variaciones_cientificas
6 - 93 = -70,falso,matematicas,variaciones_matematicas
86² = 7405,falso,matematicas,variaciones_matematicas
24 + 66 = 90,verdadero,matematicas,variaciones_matematicas
28 + 56 = 84,verdadero,matematicas,variaciones_matematicas
33 × 48 = 1600,falso,matematicas,variaciones_matematicas
27² = 729,verdadero,matematicas,variaciones_matematicas
Un byte tiene 8 bits,verdadero,tecnologia,basico
94 × 34 = 3199,falso,matematicas,generador_masivo
"La presión atmosférica es 101,325 Pa",verdadero,ciencia,ciencia_adicional
85 × 21 = 1785,verdadero,matematicas,generador_masivo
69 + 34 = 103,verdadero,matematicas,generador_masivo
183 - 41 = 142,verdadero,matematicas,variaciones_matematicas
158 ÷ 24 = 6,verdadero,matematicas,variaciones_matematicas
(64 + 79) × 42 = 6006,verdadero,matematicas,variaciones_matematicas
√25 = 5,verdadero,matematicas,variaciones_matematicas
142 × 47 = 6682,falso,matematicas,variaciones_matematicas
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
√3249 = 67,falso,matematicas,variaciones_matematicas
La Segunda Guerra Mundial duró de 1941 a 1950,falso,historia,generador_masivo
181 × 53 = 9606,falso,matematicas,variaciones_matematicas
13 × 33 = 429,verdadero,matematicas,generador_masivo
119² = 14163,falso,matematicas,variaciones_matematicas
9 ÷ 34 = 1,falso,matematicas,variaciones_matematicas
√8649 = 93,verdadero,matematicas,variaciones_matematicas
164 + 71 = 236,falso,matematicas,variaciones_matematicas
Lima es una ciudad de Estados Unidos,falso,geografia,generador_masivo
55 × 46 = 2530,verdadero,matematicas,generador_masivo
129 ÷ 8 = 24,falso,matematicas,variaciones_matematicas
(48 + 35) × 26 = 2169,falso,matematicas,variaciones_matematicas
El asteroide (2024 AC) tiene un diámetro aproximado de 0.05 km,verdadero,astronomia,nasa
13 × 50 = 650,verdadero,matematicas,generador_masivo
El agua ebullicion a 100°C,verdadero,ciencia,generador_masivo
75 × 40 = 3000,verdadero,matematicas,generador_masivo
179 + 9 = 207,falso,matematicas,variaciones_matematicas
90 ÷ 1 = 98,falso,matematicas,variaciones_matematicas
HTTP significa HyperText Transfer Protocol,verdadero,tecnologia,generador_masivo
140 × 68 = 9520,verdadero,matematicas,variaciones_matematicas
173 + 77 = 250,verdadero,matematicas,variaciones_matematicas
43² = 1854,falso,matematicas,variaciones_matematicas
13 × 22 = 286,verdadero,matematicas,generador_masivo
71 × 48 = 3413,falso,matematicas,generador_masivo
46 + 7 = 59,falso,matematicas,generador_masivo
137 - 97 = 40,verdadero,matematicas,variaciones_matematicas
68 + 17 = 85,verdadero,matematicas,generador_masivo
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
5 ÷ 30 = 0,verdadero,matematicas,variaciones_matematicas
27 + 9 = 40,falso,matematicas,generador_masivo
(44 + 19) × 9 = 567,verdadero,matematicas,variaciones_matematicas
La Guerra de Vietnam duró de 1955 a 1975,verdadero,historia,generador_masivo
27 × 88 = 2378,falso,matematicas,variaciones_matematicas
8 ÷ 73 = 0,verdadero,matematicas,variaciones_matematicas
76 + 42 = 118,verdadero,matematicas,variaciones_matematicas
9² = 90,falso,matematicas,variaciones_matematicas
(104 + 97) × 42 = 8445,falso,matematicas,variaciones_matematicas
√26896 = 179,falso,matematicas,variaciones_matematicas
17 ÷ 27 = 0,verdadero,matematicas,generador_masivo
199 + 86 + 6 = 298,falso,matematicas,variaciones_matematicas
67 + 82 + 27 = 194,falso,matematicas,variaciones_matematicas
32 × 19 = 610,falso,matematicas,generador_masivo
"Francia tiene una población de 68,522,619 habitantes",falso,geografia,generador_masivo
91 + 87 + 29 = 207,verdadero,matematicas,variaciones_matematicas
14 × 1 = 14,verdadero,matematicas,variaciones_matematicas
126 + 80 + 17 = 240,falso,matematicas,variaciones_matematicas
30 - 63 = -27,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
11 × 20 = 220,verdadero,matematicas,generador_masivo
33 × 46 = 1518,verdadero,matematicas,generador_masivo
148 + 64 + 9 = 221,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
131 + 29 = 160,verdadero,matematicas,variaciones_matematicas
La Guerra Fría duró de 1949 a 1995,falso,historia,generador_masivo
153 × 84 = 12867,falso,matematicas,variaciones_matematicas
Los humanos no tienen 206 huno esos,falso,ciencia,generador_masivo
70 × 50 = 3500,verdadero,matematicas,generador_masivo
(195 + 67) × 13 = 3406,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
154 - 51 = 117,falso,matematicas,variaciones_matematicas
(86 + 88) × 18 = 3132,verdadero,matematicas,variaciones_matematicas
(64 + 79) × 42 = 6024,falso,matematicas,variaciones_matematicas
43 + 9 = 60,falso,matematicas,variaciones_matematicas
75 ÷ 9 = 10,falso,matematicas,generador_masivo
90 - 18 = 72,verdadero,matematicas,generador_masivo
√4489 = 67,verdadero,matematicas,variaciones_matematicas
61 × 23 = 1403,verdadero,matematicas,generador_masivo
(88 + 59) × 42 = 6174,verdadero,matematicas,variaciones_matematicas
√5184 = 72,verdadero,matematicas,variaciones_matematicas
85 ÷ 30 = 2,verdadero,matematicas,generador_masivo
El agua congelacion a 0°C,verdadero,ciencia,generador_masivo
√15376 = 124,verdadero,matematicas,variaciones_matematicas
√8836 = 94,verdadero,matematicas,variaciones_matematicas
93 × 48 = 4464,verdadero,matematicas,generador_masivo
45 ÷ 49 = 4,falso,matematicas,generador_masivo
"El Monte K2 tiene 8,611 metros de altura",verdadero,geografia,variaciones_geograficas
99 - 15 = 84,verdadero,matematicas,generador_masivo
El corazón humano late 60-100 veces por minuto,verdadero,ciencia,generador_masivo
10 × 28 = 280,verdadero,matematicas,generador_masivo
45 × 11 = 495,verdadero,matematicas,generador_masivo
47 + 1 = 48,verdadero,matematicas,generador_masivo
142 - 90 = 52,verdadero,matematicas,variaciones_matematicas
La densidad del agua no es 1 g/cm³,falso,ciencia,ciencia_adicional
(63 + 3) × 30 = 1980,verdadero,matematicas,variaciones_matematicas
41 - 95 = -54,verdadero,matematicas,variaciones_matematicas
33 ÷ 43 = 0,verdadero,matematicas,generador_masivo
167 × 93 = 15533,falso,matematicas,variaciones_matematicas
83 × 25 = 2080,falso,matematicas,generador_masivo
√23104 = 152,verdadero,matematicas,variaciones_matematicas
34 ÷ 45 = 0,verdadero,matematicas,generador_masivo
Kennedy fue asesinado en 1963 en 2042,falso,historia,generador_masivo
146 - 58 = 88,verdadero,matematicas,variaciones_matematicas
188 + 79 + 14 = 281,verdadero,matematicas,variaciones_matematicas
√31329 = 195,falso,matematicas,variaciones_matematicas
92² = 8464,verdadero,matematicas,variaciones_matematicas
80 - 28 = 62,falso,matematicas,generador_masivo
71 ÷ 21 = 9,falso,matematicas,generador_masivo
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
134 - 56 = 98,falso,matematicas,variaciones_matematicas
121² = 14641,verdadero,matematicas,variaciones_matematicas
(179 + 3) × 6 = 1096,falso,matematicas,variaciones_matematicas
√1 = 1,verdadero,matematicas,variaciones_matematicas
16 × 34 = 550,falso,matematicas,generador_masivo
25 - 11 = 24,falso,matematicas,generador_masivo
√15876 = 126,verdadero,matematicas,variaciones_matematicas
9 + 45 = 55,falso,matematicas,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
49 ÷ 85 = 19,falso,matematicas,variaciones_matematicas
43 - 93 = -37,falso,matematicas,variaciones_matematicas
√4489 = 87,falso,matematicas,variaciones_matematicas
12 - 69 = -57,verdadero,matematicas,variaciones_matematicas
87 × 35 = 3049,falso,matematicas,generador_masivo
56 ÷ 13 = 8,falso,matematicas,generador_masivo
70 × 75 = 5268,falso,matematicas,variaciones_matematicas
117² = 13697,falso,matematicas,variaciones_matematicas
64² = 4096,verdadero,matematicas,variaciones_matematicas
√17161 = 150,falso,matematicas,variaciones_matematicas
73 ÷ 27 = 2,verdadero,matematicas,generador_masivo
106 ÷ 8 = 13,verdadero,matematicas,variaciones_matematicas
136 + 29 = 182,falso,matematicas,variaciones_matematicas
8 - 34 = -23,falso,matematicas,generador_masivo
103 + 91 = 194,verdadero,matematicas,variaciones_matematicas
6 - 31 = -16,falso,matematicas,generador_masivo
62 ÷ 23 = 2,verdadero,matematicas,generador_masivo
183 + 33 + 41 = 267,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
188 + 80 + 41 = 319,falso,matematicas,variaciones_matematicas
6 - 8 = -2,verdadero,matematicas,generador_masivo
197² = 38809,verdadero,matematicas,variaciones_matematicas
√19600 = 140,verdadero,matematicas,variaciones_matematicas
11 + 21 = 32,verdadero,matematicas,generador_masivo
43 - 45 = -2,verdadero,matematicas,generador_masivo
El ADN es la molécula de la herencia,verdadero,ciencia,basico
5 + 42 = 49,falso,matematicas,generador_masivo
La densidad del aluminio es 2.70 g/cm³,verdadero,ciencia,variaciones_cientificas
135 × 16 = 2160,verdadero,matematicas,variaciones_matematicas
23 + 18 = 49,falso,matematicas,generador_masivo
√25 = 24,falso,matematicas,variaciones_matematicas
67 ÷ 47 = 1,verdadero,matematicas,generador_masivo
52 - 21 = 31,verdadero,matematicas,generador_masivo
JSON es un formato de intercambio de datos,verdadero,tecnologia,tecnologia_adicional
108 × 88 = 9509,falso,matematicas,variaciones_matematicas
7 - 12 = -5,verdadero,matematicas,generador_masivo
8 - 10 = -2,verdadero,matematicas,generador_masivo
193 × 31 = 5991,falso,matematicas,variaciones_matematicas
199 + 28 + 48 = 292,falso,matematicas,variaciones_matematicas
38 + 37 = 75,verdadero,matematicas,variaciones_matematicas
(185 + 18) × 8 = 1637,falso,matematicas,variaciones_matematicas
(130 + 42) × 42 = 7224,verdadero,matematicas,variaciones_matematicas
China está en Asia,verdadero,geografia,generador_masivo
144 ÷ 67 = 10,falso,matematicas,variaciones_matematicas
57 - 22 = 43,falso,matematicas,generador_masivo
√6400 = 83,falso,matematicas,variaciones_matematicas
114 + 38 + 31 = 183,verdadero,matematicas,variaciones_matematicas
81 - 19 = 62,verdadero,matematicas,generador_masivo
41 - 23 = 18,verdadero,matematicas,variaciones_matematicas
57 + 23 + 28 = 108,verdadero,matematicas,variaciones_matematicas
74 × 21 = 1555,falso,matematicas,generador_masivo
Einstein publicó la teoría de la relatividad en 1931,falso,historia,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
186 + 3 = 189,verdadero,matematicas,variaciones_matematicas
73 + 37 = 110,verdadero,matematicas,generador_masivo
109 - 76 = 39,falso,matematicas,variaciones_matematicas
